survey,village,adjmatrix_key,HHnum_in_village,hhid,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,rooftypeoth,room_no,bed_no,electricity,latrine,ownrent,hhSurveyed,leader
2016-07-14,61,70,70,61070,HINDUISM,OBC,0,0,0,0,1,,8,2,"Yes, Private",Owned,RENTED,0,0
2016-07-12,61,71,71,61071,HINDUISM,OBC,0,0,0,0,1,,5,2,"Yes, Private",Owned,RENTED,0,0
2016-07-14,61,72,72,61072,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",Owned,RENTED,1,0
2016-07-10,61,73,73,61073,HINDUISM,OBC,0,0,1,0,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-14,61,74,74,61074,HINDUISM,OBC,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,0,0
2016-07-13,61,75,75,61075,HINDUISM,GENERAL,0,0,0,1,0,,3,0,"Yes, Private",None,NA,1,0
2016-07-16,61,76,76,61076,HINDUISM,OBC,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-13,61,77,77,61077,HINDUISM,OBC,0,1,0,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-13,61,78,78,61078,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-11,61,79,79,61079,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-11,61,80,80,61080,HINDUISM,OBC,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-13,61,81,81,61081,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-10,61,82,82,61082,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-09,61,83,83,61083,HINDUISM,OBC,0,1,0,0,0,,1,0,"Yes, Private",Owned,RENTED,0,0
2016-07-18,61,84,84,61084,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,1
2016-07-17,61,85,85,61085,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-09,61,86,86,61086,HINDUISM,OBC,0,0,0,0,1,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-12,61,87,87,61087,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",Owned,RENTED,1,0
2016-07-11,61,88,88,61088,HINDUISM,OBC,0,0,0,0,1,,4,1,"Yes, Private",Owned,RENTED,1,1
2016-07-10,61,89,89,61089,HINDUISM,OBC,0,0,1,0,0,,4,0,"Yes, Private",None,RENTED,0,0
2016-07-09,61,90,90,61090,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Government",Owned,RENTED,0,0
2016-07-10,61,91,91,61091,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-14,61,92,92,61092,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-14,61,93,93,61093,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-12,61,94,94,61094,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-11,61,95,95,61095,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-09,61,96,96,61096,HINDUISM,OBC,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,1,0
2016-07-16,61,97,97,61097,HINDUISM,OBC,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-11,61,98,98,61098,HINDUISM,OBC,0,0,0,0,1,,4,0,"Yes, Private",Owned,RENTED,1,0
2016-07-12,61,99,99,61099,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",Owned,RENTED,0,0
2016-07-09,61,100,100,61100,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-15,61,101,101,61101,HINDUISM,OBC,0,0,0,0,1,,3,0,"Yes, Private",Owned,RENTED,1,0
2016-07-15,61,102,102,61102,HINDUISM,GENERAL,0,0,0,0,1,,4,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-16,61,103,103,61103,HINDUISM,GENERAL,0,0,1,0,0,,6,2,"Yes, Private",Owned,RENTED,0,0
2016-07-16,61,104,104,61104,HINDUISM,GENERAL,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,1
2016-07-12,61,105,105,61105,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,1,1
2016-07-13,61,106,106,61106,HINDUISM,OBC,0,0,1,0,0,,3,0,"Yes, Private",Common,RENTED,0,0
2016-07-15,61,107,107,61107,HINDUISM,OBC,0,1,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-12,61,108,108,61108,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,1,0
2016-07-09,61,109,109,61109,HINDUISM,OBC,0,0,0,0,1,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-15,61,110,110,61110,HINDUISM,OBC,0,0,0,0,1,,2,0,"Yes, Private",None,RENTED,0,1
2016-07-09,61,111,111,61111,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,0,1
2016-07-15,61,112,112,61112,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-11,61,113,113,61113,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-09,61,114,114,61114,HINDUISM,OBC,0,1,0,0,0,,1,1,"Yes, Private",None,RENTED,1,0
2016-07-18,61,115,115,61115,HINDUISM,OBC,0,0,1,0,0,,9,3,"Yes, Private",Owned,RENTED,1,0
2016-07-16,61,116,116,61116,HINDUISM,OBC,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,0
2016-07-18,61,117,117,61117,HINDUISM,OBC,0,0,0,0,1,,2,1,"Yes, Private",Owned,RENTED,1,1
2016-07-15,61,118,118,61118,HINDUISM,OBC,0,0,0,0,1,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-15,61,119,119,61119,HINDUISM,OBC,0,0,0,0,1,,4,4,"Yes, Private",Owned,RENTED,0,0
2016-07-11,61,120,120,61120,HINDUISM,OBC,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,1,0
2016-07-17,61,121,121,61121,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,1,0
2016-07-14,61,122,127,61127,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-14,62,1,1,62001,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-09,62,2,2,62002,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-11,62,3,3,62003,HINDUISM,OBC,0,0,0,0,1,,3,0,"Yes, Private",Owned,RENTED,1,0
2016-07-17,62,4,4,62004,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,1,0
2016-07-10,62,5,5,62005,HINDUISM,OBC,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-10,62,6,6,62006,HINDUISM,OBC,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-12,62,7,7,62007,HINDUISM,OBC,0,0,0,1,0,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-17,62,8,8,62008,HINDUISM,OBC,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-18,62,9,9,62009,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,10,10,62010,HINDUISM,OBC,0,1,0,0,0,,2,0,No,None,RENTED,0,0
2016-07-10,62,11,11,62011,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-09,62,12,12,62012,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-11,62,13,13,62013,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-14,62,14,14,62014,HINDUISM,OBC,0,0,0,0,1,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-10,62,15,15,62015,HINDUISM,OBC,0,0,0,0,1,,4,5,"Yes, Private",Owned,RENTED,0,0
2016-07-18,62,16,16,62016,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-16,62,17,17,62017,HINDUISM,OBC,0,0,1,0,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-12,62,18,18,62018,HINDUISM,OBC,0,0,1,0,0,,3,2,"Yes, Private",Owned,RENTED,1,0
2016-07-15,62,19,19,62019,HINDUISM,OBC,0,0,1,0,0,,4,1,"Yes, Private",Owned,RENTED,0,1
2016-07-11,62,20,20,62020,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,0,0
2016-07-12,62,21,21,62021,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-13,62,22,22,62022,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-11,62,23,23,62023,HINDUISM,OBC,0,0,1,0,0,,4,1,"Yes, Private",None,RENTED,1,0
2016-07-17,62,24,24,62024,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,0,0
2016-07-16,62,25,25,62025,HINDUISM,OBC,0,0,0,0,1,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-15,62,26,26,62026,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-09,62,27,27,62027,HINDUISM,OBC,0,0,1,0,0,,4,0,"Yes, Private",None,RENTED,0,0
2016-07-11,62,28,28,62028,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-11,62,29,29,62029,HINDUISM,OBC,0,0,0,0,1,,4,2,"Yes, Private",None,RENTED,0,0
2016-07-13,62,30,30,62030,HINDUISM,OBC,0,0,0,0,1,,2,2,"Yes, Private",Owned,RENTED,1,0
2016-07-13,62,31,31,62031,HINDUISM,OBC,0,0,1,0,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-17,62,32,32,62032,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-15,62,33,33,62033,HINDUISM,OBC,0,0,0,1,0,,1,1,No,None,RENTED,0,0
2016-07-17,62,34,34,62034,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-11,62,35,35,62035,HINDUISM,OBC,1,0,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-13,62,36,36,62036,HINDUISM,OBC,0,0,0,1,0,,2,0,No,None,RENTED,1,0
2016-07-15,62,37,37,62037,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,1
2016-07-13,62,38,38,62038,HINDUISM,OBC,0,0,0,1,0,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-13,62,39,39,62039,HINDUISM,OBC,0,0,0,0,0,MUD & WOOD,3,0,"Yes, Government",Owned,RENTED,1,0
2016-07-13,62,40,40,62040,HINDUISM,OBC,0,0,0,0,0,MUD,1,0,"Yes, Private",None,RENTED,1,0
2016-07-13,62,41,41,62041,HINDUISM,OBC,0,0,0,0,0,MUD,1,0,"Yes, Private",None,RENTED,0,0
2016-07-17,62,42,42,62042,HINDUISM,OBC,0,0,0,1,0,,2,0,"Yes, Private",Owned,RENTED,1,0
2016-07-15,62,43,43,62043,HINDUISM,OBC,0,0,1,0,0,,3,0,"Yes, Private",Owned,RENTED,1,0
2016-07-16,62,44,44,62044,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,45,45,62045,HINDUISM,OBC,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-15,62,46,46,62046,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Government",Common,RENTED,1,1
2016-07-14,62,47,47,62047,HINDUISM,OBC,0,0,1,0,0,,2,1,"Yes, Private",Owned,RENTED,0,0
2016-07-09,62,48,48,62048,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,49,49,62049,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,50,50,62050,HINDUISM,OBC,0,0,1,0,0,,3,0,"Yes, Private",None,RENTED,1,1
2016-07-15,62,51,51,62051,HINDUISM,OBC,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,0,0
2016-07-17,62,52,52,62052,HINDUISM,OBC,0,0,1,0,0,,2,1,"Yes, Private",Owned,RENTED,0,0
2016-07-13,62,53,53,62053,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,0,0
2016-07-15,62,54,54,62054,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,1,0
2016-07-16,62,55,55,62055,HINDUISM,OBC,0,0,1,0,0,,4,2,"Yes, Private",Owned,RENTED,1,0
2016-07-18,62,56,56,62056,HINDUISM,OBC,1,0,0,0,0,,1,0,"Yes, Private",Owned,RENTED,0,0
2016-07-09,62,57,57,62057,HINDUISM,OBC,0,0,1,0,0,,5,2,"Yes, Private",Owned,RENTED,1,0
2016-07-14,62,58,58,62058,HINDUISM,OBC,0,0,0,1,0,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-17,62,59,59,62059,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,60,60,62060,HINDUISM,OBC,0,0,0,1,0,,1,0,No,None,RENTED,0,0
2016-07-18,62,61,61,62061,HINDUISM,OBC,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-13,62,62,62,62062,HINDUISM,OBC,0,0,1,0,0,,5,3,"Yes, Private",None,RENTED,1,0
2016-07-16,62,63,63,62063,HINDUISM,OBC,0,0,1,0,0,,2,1,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
2016-07-17,62,64,64,62064,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-16,62,65,65,62065,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,No,None,RENTED,0,1
2016-07-16,62,66,66,62066,HINDUISM,SCHEDULE CASTE,1,0,0,0,0,,1,0,No,None,RENTED,1,0
2016-07-12,62,67,67,62067,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-18,62,68,68,62068,HINDUISM,OBC,0,0,0,0,1,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-11,62,69,69,62069,HINDUISM,OBC,0,0,0,1,0,,1,2,"Yes, Private",Owned,RENTED,0,0
2016-07-14,62,70,70,62070,HINDUISM,OBC,0,0,0,1,0,,3,1,No,None,RENTED,0,1
2016-07-11,62,71,71,62071,HINDUISM,OBC,0,1,0,0,0,,1,0,No,None,RENTED,0,1
2016-07-17,62,72,72,62072,HINDUISM,OBC,0,0,0,0,0,MUD & WOOD,2,0,"Yes, Government",None,RENTED,1,0
2016-07-18,62,73,73,62073,HINDUISM,OBC,0,0,0,1,0,,1,1,"Yes, Private",Owned,RENTED,1,0
2016-07-16,62,74,74,62074,HINDUISM,OBC,0,0,1,0,0,,5,0,"Yes, Private",None,RENTED,0,0
2016-07-12,62,75,75,62075,HINDUISM,OBC,0,0,1,0,0,,5,1,"Yes, Private",Owned,RENTED,1,0
2016-07-13,62,76,76,62076,HINDUISM,OBC,0,0,1,0,0,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-16,62,77,77,62077,HINDUISM,OBC,1,0,0,0,0,,3,0,"Yes, Private",Owned,RENTED,1,0
2016-07-12,62,78,78,62078,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-09,62,79,79,62079,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-14,62,80,80,62080,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-10,62,81,81,62081,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,82,82,62082,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,2,0,No,None,RENTED,0,0
2016-07-10,62,83,83,62083,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,84,84,62084,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-11,62,85,85,62085,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,6,"Yes, Government",None,RENTED,0,0
2016-07-13,62,86,86,62086,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,1,"Yes, Government",None,RENTED,1,0
2016-07-11,62,87,87,62087,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,3,0,No,None,RENTED,0,0
2016-07-10,62,88,88,62088,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-12,62,89,89,62089,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-18,62,90,90,62090,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-12,62,91,91,62091,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,92,92,62092,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-16,62,93,93,62093,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-14,62,94,94,62094,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-12,62,95,95,62095,HINDUISM,SCHEDULE CASTE,0,0,0,0,0,MUD & WOOD,1,0,"Yes, Government",None,RENTED,0,0
2016-07-14,62,96,96,62096,HINDUISM,SCHEDULE CASTE,1,0,0,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-16,62,97,97,62097,HINDUISM,SCHEDULE CASTE,1,0,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-15,62,98,98,62098,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-13,62,99,99,62099,HINDUISM,SCHEDULE CASTE,1,0,0,0,0,,1,0,No,None,RENTED,1,0
2016-07-11,62,100,100,62100,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,101,101,62101,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,2,"Yes, Government",Owned,RENTED,0,0
2016-07-15,62,102,102,62102,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,1,"Yes, Government",None,RENTED,0,0
2016-07-14,62,103,103,62103,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-11,62,104,104,62104,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,105,105,62105,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-17,62,106,106,62106,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-11,62,107,107,62107,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-18,62,108,108,62108,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-10,62,109,109,62109,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-10,62,110,110,62110,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,2,0,"Yes, Government",Owned,RENTED,0,1
2016-07-09,62,111,111,62111,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-10,62,112,112,62112,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,4,0,"Yes, Government",None,RENTED,0,1
2016-07-17,62,113,113,62113,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,4,0,"Yes, Private",Owned,RENTED,1,0
2016-07-18,62,114,114,62114,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,No,None,RENTED,1,0
2016-07-14,62,115,115,62115,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Private",Owned,RENTED,0,0
2016-07-14,62,116,116,62116,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-18,62,117,117,62117,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,No,None,RENTED,0,0
2016-07-12,62,118,118,62118,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,1,1
2016-07-10,62,119,119,62119,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-17,62,120,120,62120,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-15,62,121,121,62121,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-09,62,122,122,62122,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-15,62,123,123,62123,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-14,62,124,124,62124,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-15,62,125,125,62125,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,126,126,62126,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,"Yes, Private",Owned,RENTED,1,0
2016-07-14,62,127,127,62127,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,0,"Yes, Government",Owned,RENTED,0,1
2016-07-09,62,128,128,62128,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,129,129,62129,HINDUISM,OBC,0,0,0,1,0,,3,2,"Yes, Private",Owned,RENTED,1,1
2016-07-15,62,130,130,62130,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,1
2016-07-10,62,131,131,62131,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,3,0,"Yes, Government",None,RENTED,0,0
2016-07-16,62,132,132,62132,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-09,62,133,133,62133,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-13,62,134,134,62134,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-12,62,135,135,62135,HINDUISM,OBC,0,0,0,0,1,,4,2,"Yes, Private",None,RENTED,1,0
2016-07-15,62,136,136,62136,HINDUISM,OBC,0,0,0,0,1,,4,4,"Yes, Private",Owned,RENTED,1,1
2016-07-17,62,137,137,62137,HINDUISM,OBC,0,1,0,0,0,,3,0,"Yes, Government",None,RENTED,1,1
2016-07-18,62,138,138,62138,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-14,62,139,139,62139,HINDUISM,OBC,0,0,1,0,0,,4,0,"Yes, Private",Owned,RENTED,0,0
2016-07-15,62,140,140,62140,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-12,62,141,141,62141,HINDUISM,OBC,0,0,1,0,0,,1,2,"Yes, Private",Owned,RENTED,1,0
2016-07-11,62,142,142,62142,HINDUISM,OBC,0,0,0,0,1,,4,3,"Yes, Private",Owned,RENTED,1,0
2016-07-14,62,143,143,62143,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-14,62,144,144,62144,HINDUISM,OBC,0,0,1,0,0,,5,1,"Yes, Private",Owned,RENTED,1,1
2016-07-15,62,145,145,62145,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-15,62,146,146,62146,HINDUISM,OBC,0,0,1,0,0,,2,0,No,None,RENTED,0,0
2016-07-18,62,147,147,62147,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-18,62,148,148,62148,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-17,62,149,149,62149,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-12,62,150,150,62150,HINDUISM,OBC,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,1
2016-07-12,62,151,151,62151,HINDUISM,OBC,1,0,0,0,0,,2,1,"Yes, Government",None,RENTED,1,0
2016-07-17,62,152,152,62152,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-12,62,153,153,62153,HINDUISM,OBC,0,0,1,0,0,,1,1,"Yes, Private",Owned,RENTED,0,0
2016-07-11,62,154,154,62154,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-13,62,155,155,62155,HINDUISM,OBC,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-18,62,156,156,62156,HINDUISM,OBC,0,0,0,0,1,,3,0,"Yes, Government",None,RENTED,0,1
2016-07-09,62,157,157,62157,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,0,0
2016-07-10,62,158,158,62158,HINDUISM,OBC,0,0,0,0,0,MUD,1,0,"Yes, Government",None,RENTED,0,0
2016-07-18,62,159,159,62159,HINDUISM,OBC,0,0,0,0,0,MUD & WOOD,2,0,"Yes, Government",None,RENTED,0,1
2016-07-09,62,160,160,62160,HINDUISM,OBC,0,0,0,0,0,MUD,2,0,"Yes, Private",None,RENTED,0,0
2016-07-17,62,161,161,62161,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Private",Owned,RENTED,1,1
2016-07-15,62,162,162,62162,HINDUISM,GENERAL,1,0,0,0,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
